"shared name","IDs_2","cor_2"," pval_2","Extract","p.value.corrected","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"182","667.311 1239 1 (ID: 238)","-0.118424038823089","0.686790681957888","8.297417e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","5.060569e-03","4.610224e-03","7.876401e-05","5.550310e-05","1.087045e-05","1.847115e-05","4.525108e-05","1.114014e-05","7.703634e-06"
"183","669.289 697 1 (ID: 154)","0.908750730317772","6.82959409212825e-06","1.370593e-03","0.00400897173207928","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","5.122995e-05","2.981473e-11","3.498459e-03","8.110703e-05","1.255405e-04","3.818725e-05","2.675807e-06"
"184","671.322 1325 1 (ID: 443)","-0.0693908245239195","0.813655657355731","1.661826e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.195588e-04","3.209307e-11","4.702491e-03","4.843731e-04","6.375636e-06","1.321067e-06","1.104976e-05","7.878627e-07","5.251913e-07"
"185","671.322 1431 1 (ID: 1184)","-0.0632265776153937","0.829978581279544","6.278821e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.737812e-03","5.029977e-06","1.464146e-04","9.210259e-06","3.132689e-11","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"186","673.285 623 1 (ID: 645)","-0.0765991848021779","0.79465714572718","4.594823e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.658374e-03","3.529036e-05","6.619633e-06","1.845665e-11"
"187","675.263 460 1 (ID: 339)","-0.200794772145429","0.491250936272846","3.442462e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.801980e-05","1.573633e-03","9.351842e-04","4.135244e-06"
"188","675.296 878 1 (ID: 448)","-0.0837223326617279","0.775986552818621","1.169950e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","4.209434e-06","1.835248e-03","7.416091e-05","3.132689e-11","7.593950e-06","2.546485e-11","2.382878e-11","1.845665e-11"
"189","677.281 582 1 (ID: 215)","-0.0690925782170423","0.814443849959316","1.338700e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","4.410975e-05","2.794941e-02","5.739186e-04","1.343754e-04","3.143958e-05"
"190","677.350 1087 1 (ID: 588)","0.090930188535399","0.757207761723026","7.686643e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","4.888681e-04","2.050368e-03","9.638654e-06","7.167869e-07","1.758228e-06","2.382878e-11","1.845665e-11"
"191","678.289 721 1 (ID: 821)","-0.167211433117105","0.56775277600152","8.211062e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","1.063259e-06","3.132689e-11","4.052652e-05","2.546485e-11","8.480270e-03","4.320542e-05"
"192","678.290 785 1 (ID: 330)","-0.202868003668782","0.486692336396134","7.820777e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","6.789729e-07","3.132689e-11","2.025705e-05","1.938433e-03","5.951094e-03","3.003971e-05"
"193","679.272 896 1 (ID: 191)","0.170826828756566","0.559286148422656","3.794163e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","4.200938e-06","4.434656e-04","2.532204e-02","9.554687e-04","3.306845e-04","3.679023e-04","8.859122e-05","8.185254e-05"
"194","679.296 732 1 (ID: 25)","-0.035843935587903","0.903176799188468","2.890248e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.488514e-05","1.119858e-06","2.132970e-03","2.246834e-02","9.368471e-03","2.793431e-03","1.857331e-04"
"195","679.305 1346 1 (ID: 1135)","-0.170009268333585","0.561196065710939","9.153016e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","1.746571e-02","2.056742e-02","1.050585e-04","7.814622e-05","3.649555e-05","3.886901e-06","1.703169e-05","6.624079e-05","1.951859e-04","1.496627e-05"
"196","679.312 861 1 (ID: 535)","0.105797412547359","0.718874685023851","5.096035e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","1.002096e-05","3.672463e-11","3.209307e-11","1.378009e-05","1.925039e-03","3.505804e-06","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"197","680.303 672 1 (ID: 824)","-0.166227443861484","0.570066288814323","7.555780e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.502026e-04","4.154881e-05","6.831532e-03","1.359751e-04"
"198","680.303 621 1 (ID: 838)","-0.17158528436597","0.557516761769368","9.049229e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","6.615771e-07","3.132689e-11","2.945770e-11","6.033410e-05","2.792746e-03","1.515888e-05"
"199","680.303 463 1 (ID: 346)","-0.111885664685258","0.70334717310196","2.541894e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.915844e-06","2.981473e-11","3.132689e-11","2.945770e-11","1.816527e-06","7.684617e-03","1.711536e-03"
"200","680.303 395 1 (ID: 984)","0.227136584602917","0.434848555479221","8.882092e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","1.005466e-05","2.560232e-03"
"201","681.290 558 1 (ID: 214)","0.903469693833746","9.46016510782993e-06","1.140735e-03","0.00555311691829617","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","5.799147e-05","2.698802e-06","2.851830e-03","1.838427e-04","2.546485e-11","2.740808e-04","3.280593e-05"
"202","681.290 742 1 (ID: 106)","0.837343323759155","0.000186521987035718","7.511559e-03","0.109488406389966","1.120473e-04","3.412963e-06","8.650469e-10","1.181758e-05","1.185162e-06","1.345205e-06","5.043633e-04","1.137315e-02","1.444672e-02","1.736584e-04","5.853268e-04","4.027696e-04","9.807000e-05"
"203","681.290 1076 1 (ID: 48)","0.0324952404398154","0.912188983445904","9.536708e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.324420e-05","7.184682e-05","1.236659e-03","8.539084e-03","2.496980e-03","1.794579e-04","1.249413e-05"
"204","681.290 839 1 (ID: 267)","0.00135705207297206","0.996326428905952","3.594183e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.072025e-02","8.104751e-03","9.971436e-05","4.337580e-05","5.908899e-05","3.088760e-05","7.607384e-06"
"205","681.310 462 1 (ID: 348)","-0.1173353367218","0.689538680986221","7.637925e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","4.059247e-06","3.060244e-03","6.423872e-04"
"206","683.283 1400 1 (ID: 361)","-0.191924987189074","0.510975779284961","7.260691e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","1.475625e-02","1.618606e-03","8.275017e-07","3.621885e-11","2.981473e-11","3.132689e-11","3.707145e-06","5.454287e-06","2.382878e-11","1.845665e-11"
"207","683.303 823 1 (ID: 3)","0.913682499495506","4.94727808293174e-06","1.177945e-01","0.00290405223468093","2.788745e-03","1.161410e-04","2.375911e-04","9.068944e-04","1.390788e-06","4.462156e-05","5.237816e-03","1.505750e-02","2.377767e-01","1.049098e-02","1.685301e-02","1.288685e-02","2.314938e-03"
"208","683.303 969 1 (ID: 49)","0.154391443165032","0.598194570482205","2.909662e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.790936e-05","5.362410e-02","2.621980e-03","3.515903e-04","3.491689e-04","5.233366e-05","5.274684e-05"
"209","683.303 786 1 (ID: 124)","-0.0803870430930994","0.784715361880214","4.010931e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.670186e-05","6.520493e-04","6.878367e-04","2.319506e-03","1.321089e-03","4.663079e-03","1.398387e-05"
"210","684.310 823 1 (ID: 5)","0.913621584008372","4.96759212655945e-06","4.832310e-02","0.0029159765782904","9.648278e-04","2.033905e-05","8.700840e-05","2.950279e-04","3.672463e-11","1.184134e-05","2.143000e-03","6.093819e-03","9.749534e-02","4.144822e-03","6.825870e-03","5.205182e-03","8.500276e-04"
"211","685.319 1098 1 (ID: 169)","-0.106407107547043","0.717315055544358","1.017119e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","6.749083e-03","3.251855e-04","1.201400e-04","9.165576e-06","2.945468e-05","4.414118e-05","9.494062e-06","8.996816e-06"
"212","688.332 589 1 (ID: 43)","-0.153840194889491","0.599517820634965","2.486286e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.448199e-03","1.361736e-03","9.893747e-03","2.115389e-03"
"213","688.332 502 1 (ID: 887)","-0.158618543946816","0.588086148494129","5.916538e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","1.559563e-03","8.130989e-05"
"214","688.332 763 1 (ID: 803)","-0.127022661729242","0.665215380312554","3.918458e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","7.340460e-07","3.621885e-11","2.981473e-11","3.132689e-11","2.146451e-04","3.282888e-03","5.511119e-05","1.238344e-04"
"215","688.332 425 1 (ID: 350)","0.189828091123887","0.515690731169669","1.735897e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","9.197939e-07","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","8.333916e-04","3.498043e-03"
"216","689.316 895 1 (ID: 284)","0.304112034134142","0.290468219809081","8.747162e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.360806e-03","2.981473e-11","1.141734e-03","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"217","689.316 1230 1 (ID: 149)","0.122426475755864","0.676719200136704","2.238750e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.363839e-04","4.703934e-02","6.271242e-04","1.966738e-04","2.224061e-04","4.437154e-05","4.303235e-05"
"218","689.316 1044 1 (ID: 390)","-0.121805739357977","0.67827794417154","1.276626e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.675824e-03","1.003665e-02","1.995764e-04","1.126740e-04","1.652691e-05","5.832798e-06","1.962315e-05","3.363927e-05","1.753622e-05"
"219","689.316 1011 1 (ID: 57)","0.0410104169851435","0.889294081591391","1.093320e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.251611e-04","2.100784e-03","1.884952e-05","1.908804e-06","2.945770e-11","6.531523e-07","1.389162e-05","1.845665e-11"
"220","691.269 1001 1 (ID: 437)","-0.0765594189209014","0.794761673581218","9.014466e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.027396e-06","3.388259e-03","1.434381e-04","1.889169e-06","2.945770e-11","3.012487e-06","2.382878e-11","1.845665e-11"
"221","691.331 1040 1 (ID: 79)","-0.0679316925249536","0.817513336922866","9.620201e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.679434e-05","3.209307e-11","3.455097e-02","3.651771e-03","1.121360e-04","5.256522e-05","4.708955e-05","9.595104e-06","1.037360e-05"
"222","693.285 1037 1 (ID: 105)","-0.120149606734582","0.682442534459155","1.630991e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","7.529175e-03","8.568649e-03","3.762438e-04","7.549628e-05","6.414427e-05","7.147374e-05","2.321793e-05","2.711415e-05"
"223","693.292 937 1 (ID: 274)","-0.0430295105254871","0.883876425017897","1.982696e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","8.928961e-07","6.174851e-03","2.092260e-03","1.474327e-05","6.857574e-06","7.091871e-06","7.904168e-07","1.845665e-11"
"224","694.287 496 1 (ID: 900)","-0.159597581134254","0.585754769429059","8.268060e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","5.613408e-03","1.831762e-04"
"225","694.287 467 1 (ID: 897)","-0.159280337399777","0.586509813044858","6.498031e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","1.953014e-03","9.699118e-05"
"226","694.321 546 1 (ID: 815)","-0.170305152524389","0.56050452905189","1.225814e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.014885e-05","1.278871e-03","1.401072e-05"
"227","695.290 443 1 (ID: 308)","-0.160240550805193","0.584225697999724","3.075119e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","4.649833e-03","9.791879e-03","8.053618e-04","1.059895e-04"
"228","695.304 887 1 (ID: 150)","0.199313518132141","0.494520047538545","8.156042e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","7.498796e-06","3.672463e-11","3.209307e-11","2.113856e-05","5.988682e-03","4.457218e-04","5.946374e-05","7.668059e-05","1.303758e-05","1.594308e-05"
"229","695.304 1021 1 (ID: 391)","-0.145403253305921","0.619911854879008","1.005242e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","9.213089e-06","8.031273e-07","9.516615e-04","3.612273e-04","2.534139e-05","3.132689e-11","2.945770e-11","2.675552e-06","1.049337e-06","1.845665e-11"
"230","696.296 431 1 (ID: 793)","-0.159649587323513","0.585631031518713","7.349947e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.576789e-03","3.386176e-03","1.972135e-04","1.833980e-05"
"231","697.282 906 1 (ID: 221)","0.141742055749149","0.628842561264871","1.133372e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.496826e-04","1.274110e-02","2.849982e-04","1.167596e-04","6.136789e-05","1.352071e-06","1.590237e-05"
"232","697.323 1104 1 (ID: 590)","0.108531799510366","0.711888019332115","9.510248e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","1.074408e-05","7.733750e-07","3.209307e-11","3.011681e-04","2.614475e-03","3.290166e-05","7.328820e-07","3.876629e-06","2.382878e-11","1.845665e-11"
"233","697.323 1000 1 (ID: 593)","0.130043880762922","0.657690494396629","2.352885e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","7.551567e-06","8.332956e-05","4.502551e-03","1.004090e-04","2.937316e-06","2.052356e-05","4.025057e-06","1.845665e-11"
"234","697.324 964 1 (ID: 67)","0.43939016834583","0.115956618312168","5.144946e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.291461e-04","2.561708e-02","9.194890e-03","3.662300e-04","5.722107e-04","1.999934e-04","7.859588e-05"
"235","698.293 744 1 (ID: 315)","-0.215543484267368","0.459260368043819","9.838475e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.585512e-06","4.334295e-03","4.302485e-03","2.073891e-05"
"236","699.277 1272 1 (ID: 1189)","-0.0639949486532058","0.82794032008912","3.414276e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","7.990840e-03","5.441297e-04","3.704955e-05","7.375064e-06","1.158942e-05","1.363004e-05","3.179115e-05","1.487785e-05","4.176474e-06"
"237","700.368 1248 1 (ID: 576)","0.123818629129995","0.673227714302109","1.468556e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","7.495404e-07","3.209307e-11","1.635164e-05","3.449209e-03","5.648914e-05","4.317509e-06","6.464831e-06","2.382878e-11","1.845665e-11"
"238","701.293 861 1 (ID: 586)","0.103251876503701","0.725397223984007","6.338008e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.341126e-05","2.850638e-03","3.132689e-11","3.596101e-06","3.267315e-06","5.859734e-07","1.845665e-11"
"239","701.314 827 1 (ID: 198)","0.91877904712798","3.47284418713954e-06","1.122540e-03","0.00203855953785091","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.844660e-05","1.565334e-04","2.816723e-03","1.117444e-04","1.107432e-04","3.852790e-05","1.159247e-05"
"240","702.312 640 1 (ID: 828)","-0.164849657418424","0.573312221467645","7.007430e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","8.240609e-07","3.132689e-11","2.945770e-11","2.546485e-11","5.118293e-03","4.486660e-05"
"241","703.290 730 1 (ID: 133)","0.909406845640792","6.54973756668056e-06","1.563732e-03","0.00384469595164149","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.021242e-04","1.605837e-06","3.219420e-03","1.533736e-04","1.540485e-04","6.542926e-06","2.009465e-05"
"242","703.290 558 1 (ID: 55)","-0.131494726016819","0.654087535105196","8.395087e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","5.562233e-05","2.395035e-02","1.715692e-03","8.833208e-05"
"243","703.331 1116 1 (ID: 283)","-0.11194693452915","0.703191443913036","1.180836e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.714372e-03","3.221709e-04","3.991069e-03","1.269909e-04","3.132689e-11","2.945770e-11","6.305324e-07","2.382878e-11","1.845665e-11"
"244","703.332 1204 1 (ID: 1171)","-0.0547298823700879","0.852581477020191","3.302352e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","5.537332e-03","2.261534e-04","9.481380e-06","9.134574e-06","1.477699e-06","3.009214e-06","1.106130e-05","2.382878e-11","4.124329e-06"
"245","705.274 534 1 (ID: 761)","-0.133148580890099","0.649988958145763","2.492624e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","7.926816e-06","8.812569e-04","1.736861e-05","1.845665e-11"
"246","705.310 624 1 (ID: 802)","-0.126236414352894","0.667178517026057","5.355150e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","1.065435e-06","3.132689e-11","1.384396e-04","3.979148e-03","5.762305e-05","9.828870e-05"
"247","706.323 934 1 (ID: 35)","-0.00504867175991271","0.986333668352346","9.989321e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","8.502811e-06","2.981473e-11","1.204727e-03","1.100513e-02","3.594942e-03","2.608994e-05","1.374722e-05"
"248","706.324 957 1 (ID: 708)","-0.139013904563905","0.635528191033723","2.006484e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.558615e-06","2.981473e-11","1.029347e-05","4.894248e-03","3.625627e-03","7.460113e-05","2.843409e-06"
"249","707.303 1165 1 (ID: 2)","-0.0308968954418697","0.916494058133712","3.123783e-02","1","5.764098e-03","1.824383e-04","3.166264e-04","3.980875e-05","8.723348e-03","5.457836e-02","9.905987e-03","3.864578e-03","2.292534e-03","5.936488e-03","9.366050e-03","8.719306e-03","2.901018e-03"
"250","707.303 1360 1 (ID: 1112)","-0.109313993892233","0.709893257563608","2.067735e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","9.639799e-04","6.420326e-03","1.006388e-03","5.666741e-05","9.761796e-06","7.891137e-07","2.571978e-06","1.085464e-05","6.341435e-06","5.406282e-07"
"251","707.303 1240 1 (ID: 138)","-0.117532259915166","0.689041361349678","1.282965e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","8.275133e-03","7.102867e-03","1.191127e-04","2.981473e-11","2.213659e-05","4.198403e-05","9.763539e-05","2.292851e-05","4.900044e-05"
"252","707.324 1127 1 (ID: 603)","0.177742573300598","0.543240983187256","2.721004e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","3.923302e-03","2.788680e-04","2.350743e-05","2.271171e-05","4.211408e-06","1.232652e-06"
"253","708.306 1176 1 (ID: 418)","-0.0291330875224547","0.921247266332069","1.269611e-02","1","2.205327e-03","2.770293e-05","5.433913e-05","3.423586e-10","3.512667e-03","2.397402e-02","4.116470e-03","1.612484e-03","9.931721e-04","2.472227e-03","3.834895e-03","2.622980e-03","1.211524e-03"
"254","709.284 970 1 (ID: 503)","-0.0631203078150333","0.830260562183859","6.895069e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","7.349381e-07","2.335060e-03","3.811202e-04","3.228386e-06","8.494033e-07","4.142639e-06","2.382878e-11","1.845665e-11"
"255","709.284 697 1 (ID: 155)","0.90852883692825","6.926431905708e-06","2.107730e-03","0.0040658155286506","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.629152e-04","2.981473e-11","5.107047e-03","1.218771e-04","1.696660e-04","8.609765e-05","1.161390e-06"
"256","709.319 1212 1 (ID: 540)","0.129191186743404","0.659811267285974","2.121770e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.270268e-06","3.841613e-05","2.148895e-05","9.724345e-04","3.931902e-05","3.006047e-05","2.546485e-11","2.382878e-11","1.315214e-06"
"257","709.319 1053 1 (ID: 601)","0.131066311836137","0.655150714188494","1.096432e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.348060e-06","3.989384e-04","2.113598e-03","1.093443e-04","2.473757e-04","1.852571e-06","1.812458e-06","9.539965e-07"
"258","709.319 1011 1 (ID: 605)","0.310872663753117","0.279330467116306","1.566335e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.024850e-05","1.157130e-03","2.411443e-04","1.065725e-06","3.940816e-06","2.382878e-11","1.139283e-06"
"259","709.340 1040 1 (ID: 436)","-0.0756329390005255","0.797197904184158","8.762943e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.254264e-03","1.706422e-04","7.669909e-07","2.945770e-11","8.560940e-07","2.382878e-11","1.845665e-11"
"260","710.312 429 1 (ID: 937)","0.273506843093243","0.344061646243562","1.842073e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","3.525930e-05","8.508393e-04"
"261","711.315 1325 1 (ID: 477)","-0.0642584313454827","0.827241609476706","3.376595e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","9.261592e-06","2.599859e-04","3.209307e-11","7.588553e-03","9.577036e-04","2.269737e-05","1.251545e-05","2.770062e-05","1.054461e-05","3.757269e-06"
"262","711.315 1389 1 (ID: 1134)","-0.0699004974911179","0.812309095123118","8.950498e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.333461e-03","1.942608e-04","2.293481e-05","1.115678e-06","3.132689e-11","8.702348e-07","1.098563e-06","6.031014e-07","1.845665e-11"
"263","711.321 590 1 (ID: 886)","-0.153954294763385","0.599243833822442","5.847189e-05","1","1.509239e-05","1.221705e-10","2.014611e-05","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","7.266311e-07","4.191213e-05","5.119593e-06","3.331664e-03","2.382702e-04"
"264","711.336 1185 1 (ID: 78)","-0.122991828137564","0.67530057793533","1.502236e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.768492e-05","8.537283e-03","1.815049e-02","2.861720e-04","5.329162e-05","7.703874e-05","1.127039e-04","2.041193e-05","2.625871e-05"
"265","711.336 1251 1 (ID: 498)","-0.0824903362118884","0.77920801327865","3.624103e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.696614e-04","1.138453e-02","2.098727e-04","1.059618e-05","8.209355e-06","2.781206e-05","1.996766e-05","4.733334e-07"
"266","713.276 623 1 (ID: 668)","0.153872637527019","0.599439911461266","4.227563e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","7.288589e-06","2.981473e-11","7.527517e-04","3.145371e-03","8.155335e-05","2.005490e-05","1.097392e-06"
"267","714.277 540 1 (ID: 906)","-0.16162564702189","0.580937243425218","7.319279e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","2.762275e-02","1.781414e-04"
"268","714.292 503 1 (ID: 352)","-0.141143290107696","0.630307660708096","1.971250e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","7.249094e-03","7.343165e-04"
"269","715.274 948 1 (ID: 45)","-0.0607424059287706","0.836575099365121","8.011652e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.109125e-04","3.139576e-02","5.771803e-03","1.517286e-04","1.033009e-04","8.582952e-05","1.029713e-04","2.573994e-06"
"270","716.363 904 1 (ID: 688)","-0.0585453588458674","0.842417525480379","6.917515e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.249712e-03","2.634459e-04","5.600527e-05","3.458649e-04"
"271","717.273 704 1 (ID: 795)","-0.154119378409178","0.598847507481621","2.546700e-05","1","3.446020e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","5.018812e-04","1.316414e-03","2.382878e-11","1.845665e-11"
"272","717.288 1580 1 (ID: 179)","-0.0562324227840744","0.848576273517029","1.110887e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.647416e-02","3.984204e-04","1.076141e-04","5.998404e-05","1.791992e-05","3.826009e-05","4.912537e-05","4.105403e-05","2.099051e-05"
